"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Carnegie Mellon University","Computer Science (Machine Learning), PhD (F13)","Rejected via E-mail on 12 Feb 2013 ","A","12 Feb 2013","Very disappointed. Had a good interview/conversation with the professor, and had letters of recommendation from his collaborators."
"Carnegie Mellon University (CMU)","Computer Science (Machine Learning), PhD (F13)","Rejected via E-mail on 12 Feb 2013 ","A","12 Feb 2013",""
"Carnegie Mellon University (CMU)","Computer Science (Machine Learning Dept.), PhD (F13)","Rejected via E-mail on 12 Feb 2013 Undergrad GPA: 3.90GRE General (V/Q/W): 169/163/5.00GRE Subject: n/a","A","12 Feb 2013",""
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 11 Feb 2013 ","I","12 Feb 2013","Very high grades from international university, probably good"
"Carnegie Mellon University","Computer Science (Machine Learning), PhD (F13)","Rejected via E-mail on 12 Feb 2013 Undergrad GPA: 3.72GRE General (V/Q/W): 160/168/5.00GRE Subject: n/a","I","12 Feb 2013","18 months research experience. 4 relevant projects and no publications. Publications made the difference. Interview on Feb 6."
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 12 Feb 2013 ","I","12 Feb 2013","""We received over 900 applications this year.  Unfortunately, we could only admit a fraction of the applicants, even though many more had strong qualifications...."""
"Carnegie Mellon University","Computer Science, Masters (F13)","Accepted via E-mail on 12 Feb 2013 ","I","12 Feb 2013","""You are one of the few students whom we have selected for our incoming class of 2013-2014"". Does anybody know how many applicants to this program?"
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.50GRE General (V/Q/W): 163/170/0.00GRE Subject: n/a","A","12 Feb 2013",""
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: n/aGRE General (V/Q/W): 159/170/4.00GRE Subject: n/a","I","12 Feb 2013",""
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 12 Feb 2013 ","","12 Feb 2013",""
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 12 Feb 2013 ","I","12 Feb 2013","I made a satellite during 3 years of my undergrad and still my profile is not good enough!!"
"Carnegie Mellon University","Computer Science (CSD), Masters (F13)","Rejected via E-mail on 12 Feb 2013 ","I","12 Feb 2013","Unexpected : ("
"Carnegie Mellon","Computer Science, Masters (F13)","Accepted via E-mail on 11 Feb 2013 ","A","12 Feb 2013",""
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 12 Feb 2013 ","I","12 Feb 2013",""
"Carnegie Mellon University","Computer Science, Masters (F13)","Accepted via E-mail on 12 Feb 2013 ","","12 Feb 2013","Excited!"
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 12 Feb 2013 Undergrad GPA: 3.95GRE General (V/Q/W): 150/170/3.00GRE Subject: n/a","I","12 Feb 2013","More than 900 people applied it this year."
"Carnegie Mellon","Computer Science, Masters (F13)","Rejected via E-mail on 12 Feb 2013 Undergrad GPA: 3.70GRE General (V/Q/W): 166/168/4.00GRE Subject: n/a","I","12 Feb 2013","First reject :'("
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 12 Feb 2013 ","","12 Feb 2013",""
"Carnegie Mellon University","Computer Science, Masters (F13)","Accepted via E-mail on 12 Feb 2013 ","I","12 Feb 2013",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","U","11 Feb 2013","Applied to Computer Science and HCI. Not sure if rejected from both or just CS."
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: n/aGRE General (V/Q/W): 162/170/4.50GRE Subject: n/a","U","11 Feb 2013","Looks like mass admission/rejection"
"Carnegie Mellon","Computer Science, Masters (F13)","Accepted via E-mail on 11 Feb 2013 ","I","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.60GRE General (V/Q/W): 165/167/4.50GRE Subject: n/a","A","11 Feb 2013","was going for comp bio, i have an MD and industry research experience in comp bio"
"Carnegie Mellon","Computer Science, Masters (F13)","Accepted via E-mail on 11 Feb 2013 ","U","11 Feb 2013",""
"Carnegie Mellon","Computer Science, Masters (F13)","Rejected via E-mail on 11 Feb 2013 ","","11 Feb 2013",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: n/aGRE General (V/Q/W): 170/164/5.00GRE Subject: n/a","A","11 Feb 2013","""I regret to inform you that we are unable to admit you to the Ph.D. Program in Computer Science at Carnegie Mellon University. We received over 700 applications this year, but our program can support only a small number of new students. Unfortunately, this means that there were many highly qualified applicants we could not admit."""
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 11 Feb 2013 ","U","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, Masters (F13)","Accepted via E-mail on 11 Feb 2013 ","I","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, Masters (F13)","Accepted via E-mail on 11 Feb 2013 ","A","11 Feb 2013","Rejected from PhD"
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 11 Feb 2013 ","A","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, Masters (F13)","Accepted via E-mail on 11 Feb 2013 ","I","11 Feb 2013","Happy!!!"
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.84GRE General (V/Q/W): 160/165/3.00GRE Subject: n/a","I","11 Feb 2013","First reject from MS/CS (CSD). They had more than 900 applications."
"Carnegie Mellon","Computer Science, Masters (F13)","Rejected via E-mail on 11 Feb 2013 ","","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","U","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.80GRE General (V/Q/W): 169/170/4.50GRE Subject: n/a","A","11 Feb 2013",""
"Carnegie Mellon","Computer Science, PhD (S13)","Rejected via E-mail on 11 Feb 2013 ","A","11 Feb 2013","3 papers, one first author, from top-ten school in cs."
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","A","11 Feb 2013","Three good letters of recommendation from top professors in my area. Poor GRE, average GPA. First choice overall :( . Still waiting for ML PhD application"
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.30GRE General (V/Q/W): 155/155/4.00GRE Subject: n/a","A","11 Feb 2013","One publication in Medical Imaging. Worked as an Undergraduate Research Assistant at my university. Also interned at Oak Ridge National Laboratory."
"Carnegie Mellon","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.70GRE General (V/Q/W): 0/800/0.00GRE Subject: n/a","U","11 Feb 2013","MS from one of Top-5 univs with GPA~4. Great LOR's, good research projects"
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","A","11 Feb 2013","My first notice of the year so far. Applied for Computer Vision."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","U","11 Feb 2013","Goodbye, my dream."
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.60GRE General (V/Q/W): 158/163/4.00GRE Subject: n/a","I","11 Feb 2013","4 publications .... sad :("
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","I","11 Feb 2013","Theory"
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: n/aGRE General (V/Q/W): 170/150/3.50GRE Subject: n/a","I","11 Feb 2013","The third rejection..."
"Carnegie Mellon (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 4.00GRE General (V/Q/W): 158/170/3.00GRE Subject: n/a","I","11 Feb 2013","interested in Computer Graphics. Co-author of two papers in HCI."
"Carnegie Mellon University - Computer Science Department","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","I","11 Feb 2013",""
"Carnegie Mellon (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","I","11 Feb 2013","Theory. Got into every other school. LOL"
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","U","11 Feb 2013",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","I","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: n/aGRE General (V/Q/W): 164/169/4.50GRE Subject: n/a","I","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.68GRE General (V/Q/W): 152/167/4.50GRE Subject: n/a","I","11 Feb 2013","First of my results - Rejected! :P"
"Carnegie Mellon","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","A","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.80GRE General (V/Q/W): 165/170/0.00GRE Subject: n/a","A","11 Feb 2013",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.94GRE General (V/Q/W): 161/166/5.00GRE Subject: n/a","A","11 Feb 2013","Multiple undergrad research projects and strong recommendations"
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.96GRE General (V/Q/W): 161/159/4.00GRE Subject: n/a","A","11 Feb 2013","noooo :( gonna miss out on 5 years of northeast winters and pittsburgh drivers"
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","I","11 Feb 2013","Internship at CERN and five research papers"
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","A","11 Feb 2013",""
"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","U","11 Feb 2013",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","A","11 Feb 2013","MIT Undergraduate"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: n/aGRE General (V/Q/W): 159/164/3.50GRE Subject: n/a","I","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.90GRE General (V/Q/W): 163/155/4.00GRE Subject: n/a","O","11 Feb 2013","5 years of research experience, 4 years teaching experience, several awards, 2 book chapters, 4 journals (3 highly ranked in comp.bio.) 8 conference papers, TOEFL: 113 ... not a reputable university ...... bah, waste of time and money"
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.99GRE General (V/Q/W): 156/163/4.00GRE Subject: n/a","I","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.76GRE General (V/Q/W): 152/165/3.50GRE Subject: n/a","I","11 Feb 2013","LTI."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","I","11 Feb 2013","Theory, 2 publication (1 accepted, 1 submitted) high GPA, from a reputable university."
"Carnegie Mellon University","Computer Science (LTI), Masters (F13)","Rejected via E-mail on 11 Feb 2013 ","I","11 Feb 2013","Frustrated. Also got rejection from Robotics Institute the other days.
"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.90GRE General (V/Q/W): 156/168/4.50GRE Subject: n/a","A","11 Feb 2013","Undergrad. One first author conference paper.  Strong LORs.  Connection at CMU."
"Carnegie Mellon University","Computer Science (LTI), PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.70GRE General (V/Q/W): 141/161/3.00GRE Subject: n/a","I","11 Feb 2013",""
"Carnegie Mellon Univerty","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","I","11 Feb 2013",""
"Carnegie Mellon University","Computer Science (LTI), PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","I","11 Feb 2013",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.90GRE General (V/Q/W): 169/163/5.00GRE Subject: n/a","A","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 4.00GRE General (V/Q/W): 166/170/4.50GRE Subject: 840","U","11 Feb 2013",""
"Carnegie Mellon","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","A","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (S13)","Rejected via E-mail on 11 Feb 2013 ","I","11 Feb 2013","meh"
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","I","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","I","11 Feb 2013",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","U","11 Feb 2013",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","I","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.87GRE General (V/Q/W): 800/600/3.50GRE Subject: n/a","U","11 Feb 2013","applied for Phd and Masters at the same time, does this means I also got rejected for Masters?"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","A","11 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 9 Feb 2013 Undergrad GPA: 3.96GRE General (V/Q/W): 590/800/3.00GRE Subject: n/a","I","9 Feb 2013",""
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 8 Feb 2013 ","I","9 Feb 2013","Robitics institute. Unexpected and really disappointed. Very good GPA. No publications. Several research projects."
"Carnegie Mellon University","Robotics (Computer Science), PhD (F13)","Rejected via E-mail on 8 Feb 2013 ","A","8 Feb 2013","Accepted to machine learning"
"Carnegie Mellon University","Robotics Institute (Computer Science), PhD (F13)","Rejected via E-mail on 8 Feb 2013 Undergrad GPA: 3.80GRE General (V/Q/W): 165/170/0.00GRE Subject: n/a","A","8 Feb 2013","No publications, but good research/recs. Still haven't heard from PhD in CS."
"Carnegie Mellon University Robotics Institute","Computer Science, PhD (F13)","Rejected via E-mail on 8 Feb 2013 Undergrad GPA: 3.51GRE General (V/Q/W): 158/163/4.50GRE Subject: n/a","A","8 Feb 2013",""
"Carnegie Mellon","Computer Science, RI, PhD (F13)","Rejected via E-mail on 8 Feb 2013 Undergrad GPA: 3.77GRE General (V/Q/W): 154/163/3.00GRE Subject: n/a","U","8 Feb 2013",""
"Carnegie Mellon University","Computer Science, Masters (F13)","Accepted via E-mail on 1 Feb 2013 ","I","8 Feb 2013","applied for ph.d.
got into MS"
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 8 Feb 2013 ","A","8 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 8 Feb 2013 ","A","8 Feb 2013","Rejected from Robotics/Neural Basis of Cognition program"
"Carnegie Mellon University","Computer Science, PhD (F13)","Accepted via E-mail on 28 Jan 2013 ","A","8 Feb 2013",""
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 5 Feb 2013 ","I","5 Feb 2013",""
"Carnegie Mellon University (CMU)","Computer Science, Masters (F13)","Accepted via E-mail on 2 Feb 2013 Undergrad GPA: 3.47GRE General (V/Q/W): 167/170/5.00GRE Subject: n/a","I","4 Feb 2013","M.S. Program in Language Technologies"
