"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Boston University","Brain, Behavior, And Cognition, PhD (F13)","Wait listed via E-mail on 5 Apr 2013 ","A","5 Apr 2013","Heard from PI that I am apparently ""next in line"" for this program. They are waiting to hear back from another student they made an offer to in the department, so if you are that person, PLEASE make a decision soon :-)  This is my #1 choice program.  Have an offer elsewhere, but would prefer to go here!"
"Boston University","Biology, PhD (F13)","Rejected via E-mail on 4 Apr 2013 Undergrad GPA: 3.70GRE General (V/Q/W): 163/152/4.50GRE Subject: n/a♦","I","5 Apr 2013","Disappointed, considering I had a great rapport with my potential mentor."
"Boston University","Philosophy, PhD (F13)","Rejected via E-mail on 4 Apr 2013 ","I","5 Apr 2013","3a/8r/0w"
"Boston University","Materials Science And Engineering, PhD (F13)","Rejected via E-mail on 4 Apr 2013 Undergrad GPA: n/aGRE General (V/Q/W): 147/165/3.00GRE Subject: n/a♦","I","5 Apr 2013","It seems that they do not want to take much international students."
"Boston University","Electrical Engineering, PhD (F13)","Rejected via E-mail on 4 Apr 2013 Undergrad GPA: n/aGRE General (V/Q/W): 140/165/3.00GRE Subject: n/a♦","I","5 Apr 2013",""
"Boston University","Philosophy, PhD (F13)","Rejected via E-mail on 5 Apr 2013 Undergrad GPA: 3.77GRE General (V/Q/W): 158/155/5.50GRE Subject: n/a♦","A","5 Apr 2013","3A/1W/9R out of 14"
"Boston University","Hispanic Literature, Masters (F13)","Accepted via E-mail on 4 Apr 2013 ","A","5 Apr 2013",""
"Boston University","Computer Science, Masters (F13)","Rejected via E-mail on 4 Apr 2013 Undergrad GPA: 3.95GRE General (V/Q/W): 150/170/3.00GRE Subject: n/a♦","I","5 Apr 2013","Rejected by safety school- -..."
"Boston University","Biology, PhD (F13)","Rejected via E-mail on 4 Apr 2013 Undergrad GPA: 3.20GRE General (V/Q/W): 160/165/5.50GRE Subject: n/a♦","A","5 Apr 2013","Absolutely crushed.  Got a generic e-mail linking me to a generic form letter (will also get one in the mail in the next few days)."
"Boston University","Electrical Engineering, PhD (F13)","Rejected via E-mail on 4 Apr 2013 Undergrad GPA: n/aGRE General (V/Q/W): 156/168/3.00GRE Subject: n/a♦","O","4 Apr 2013","sad.."
"Boston University","Electrical Engineering, PhD (F13)","Rejected via E-mail on 4 Apr 2013 ","U","4 Apr 2013",""
"Boston University","Philosophy, PhD (F13)","Rejected via E-mail on 4 Apr 2013 Undergrad GPA: 3.90GRE General (V/Q/W): 148/165/3.50GRE Subject: n/a♦","I","4 Apr 2013",""
"Boston University","Political Science, PhD (F13)","Accepted via E-mail on 3 Apr 2013 ","A","4 Apr 2013","yay!!!!!"
"Boston University","Philosophy, PhD (F13)","Rejected via E-mail on 4 Apr 2013 ","I","4 Apr 2013",""
"Boston University","Philosophy, PhD (F13)","Rejected via E-mail on 4 Apr 2013 Undergrad GPA: 3.50GRE General (V/Q/W): 710/770/5.00GRE Subject: n/a♦","A","4 Apr 2013",""
"Boston University","Philosphy, PhD (F13)","Rejected via E-mail on 4 Apr 2013 ","U","4 Apr 2013",""
"Boston University","Clinical Psychology, PhD (F13)","Rejected via E-mail on 3 Apr 2013 ","A","4 Apr 2013",""
"Boston University","Health Services Research, PhD (F13)","Other via Other on 4 Apr 2013 ","A","4 Apr 2013","To the poster  below. I sent an e-mail to the program on 03/04. Here was her response: ""I’m sorry the process is taking so long. You were one of our first candidates that we interviewed, so we are currently finishing our last round of interviews in the next week or so. I expect final decisions will be made in the next 4 weeks or so. I will update you as soon as I hear something.""
I just sent her an e-mail again. I'll keep you posted. Good luck. I really like this program."
"Boston University","Philosophy, PhD (F13)","Rejected via E-mail on 4 Apr 2013 ","A","4 Apr 2013",""
"Boston University","Social Work, Masters (F13)","Wait listed via E-mail on 4 Apr 2013 ","A","4 Apr 2013",""
"Boston University","Philosophy, PhD (F13)","Rejected via E-mail on 4 Apr 2013 Undergrad GPA: 3.26GRE General (V/Q/W): 165/150/4.50GRE Subject: n/a♦","A","4 Apr 2013",""
"Boston University","Philosophy, PhD (F13)","Rejected via E-mail on 3 Apr 2013 ","I","4 Apr 2013",""
"Boston University","DPD/Nutrition & DI, Masters (F13)","Accepted via E-mail on 28 Mar 2013 ","","4 Apr 2013",""
"Boston University","French, PhD (F13)","Other via Other on 23 Mar 2013 ","A","4 Apr 2013","After e-mails and a call, I received an e-mail (3/23) saying I'm not a finalist, but they are still waiting for responses... wait listed?"
"Boston University","Clinical Psychology, PhD (F13)","Rejected via E-mail on 3 Apr 2013 ","U","3 Apr 2013",""
"Boston University","Spanish, PhD (F13)","Other via E-mail on 3 Apr 2013 ","A","3 Apr 2013","To the poster below: yeah, one of my buddies got accepted a couple months ago with full funding. I'd try contacting them if they haven't told you anything yet."
"Boston University","Anthropology, PhD (F13)","Rejected via E-mail on 3 Apr 2013 ","A","3 Apr 2013",""
"Boston University","Speech Pathology, Masters (F13)","Accepted via E-mail on 26 Mar 2013 Undergrad GPA: 3.98GRE General (V/Q/W): 150/150/5.50GRE Subject: n/a♦","A","3 Apr 2013","So excited! Now I have to see if I get a scholarship or anything."
"University Of Boston","Mechanical Engineering, Masters (F13)","Accepted via E-mail on 2 Apr 2013 Undergrad GPA: 3.93GRE General (V/Q/W): 155/164/4.00GRE Subject: n/a♦","A","3 Apr 2013","Applied for MS, got accepted for MEng. No funding.  Most likely will decline"
"Boston University","Philosophy, PhD (F13)","Accepted via E-mail on 2 Apr 2013 ","A","3 Apr 2013","Accepted off Waitlist. 5 years full funding."
"Boston University","Computer Science, PhD (F13)","Interview via E-mail on 20 Mar 2013 ","I","3 Apr 2013","I haven't received any notification after my interview. Has anyone had an interview?"
"Boston University (BU)","Electrical And Computer Eng., PhD (F13)","Rejected via E-mail on 2 Apr 2013 ","O","3 Apr 2013",""
"Boston University LEAP","Biomedical Engineering, Masters (F13)","Accepted via E-mail on 2 Apr 2013 Undergrad GPA: 3.40GRE General (V/Q/W): 151/151/5.00GRE Subject: n/a♦","A","3 Apr 2013",""
"Boston University","Environmental Remote Sensing & GIS, Masters (F13)","Accepted via E-mail on 2 Apr 2013 ","U","3 Apr 2013","financial assistant is still being considered"
"Boston University","Computer Engineering, Masters (F13)","Accepted via E-mail on 3 Apr 2013 Undergrad GPA: 3.97GRE General (V/Q/W): 170/165/5.00GRE Subject: n/a♦","A","3 Apr 2013","LEAP"
"Boston University","Biochemistry, PhD (F13)","Rejected via E-mail on 1 Apr 2013 ","A","2 Apr 2013",""
"Boston University","EE, PhD (F13)","Rejected via E-mail on 2 Apr 2013 ","U","2 Apr 2013",""
"Boston University (BU)","Electrical And Computer Engineering, PhD (F13)","Rejected via E-mail on 2 Apr 2013 ","I","2 Apr 2013",""
"Boston University","Philosophy, PhD (F13)","Rejected via E-mail on 2 Apr 2013 ","I","2 Apr 2013",""
"Boston University","Health Services Research, PhD (F13)","Other via Other on 2 Apr 2013 ","A","2 Apr 2013","To the poster below: I interviewed in late January (perhaps early February) and I have yet to hear anything. The program seems a bit disorganized but it's crazy that it's now April and no communication has been made about an acceptance, rejection, or wait list."
"Boston University","Mathematics, PhD (F13)","Accepted via E-mail on 1 Apr 2013 Undergrad GPA: 3.70GRE General (V/Q/W): 0/800/0.00GRE Subject: 640♦","A","2 Apr 2013",""
"Boston University","Statistics, Masters (F13)","Rejected via E-mail on 2 Apr 2013 ","U","2 Apr 2013","Send Emails to its office yesterday. Get the rejected notification this morning."
"Boston University","Philosophy, PhD (F13)","Rejected via E-mail on 2 Apr 2013 ","I","2 Apr 2013",""
"Boston University","Biomedical Engineering, PhD (F13)","Rejected via E-mail on 1 Apr 2013 ","I","2 Apr 2013",""
"Boston University","Art History, Masters (F13)","Accepted via E-mail on 1 Apr 2013 ","A","2 Apr 2013",""
"University Of Massachusetts Boston","Global Governance And Human Security, PhD (F13)","Rejected via Postal Service on 1 Apr 2013 ","A","1 Apr 2013",""
"Boston University","Electrical Engineering, PhD (F13)","Rejected via E-mail on 1 Apr 2013 ","I","1 Apr 2013",""
"Boston University","Philosophy, PhD (F13)","Rejected via E-mail on 1 Apr 2013 Undergrad GPA: 2.97GRE General (V/Q/W): 169/159/5.50GRE Subject: n/a♦","A","1 Apr 2013","4a-11r-2w/19"
"Boston University","Philosophy, PhD (F13)","Rejected via E-mail on 1 Apr 2013 ","I","1 Apr 2013",""
"Boston University","Bioinformatics, PhD (F13)","Rejected via E-mail on 1 Apr 2013 ","I","1 Apr 2013",":( sad"
"Boston University","Mathematical Finance, PhD (F13)","Wait listed via E-mail on 29 Mar 2013 ","U","1 Apr 2013",""
"University Of Massachusetts Boston","Counseling Psychology, PhD (F13)","Accepted via E-mail on 29 Mar 2013 ","A","1 Apr 2013","Wow!! Finally!! I'm soo excited!!"
"Boston University","Public Health, Masters (F13)","Accepted via E-mail on 28 Mar 2013 ","I","1 Apr 2013",""
"Boston University","Mathematics, Masters (F13)","Rejected via E-mail on 29 Mar 2013 Undergrad GPA: 3.18GRE General (V/Q/W): 145/162/3.50GRE Subject: n/a♦","U","30 Mar 2013",""
"Boston University","Creative Writing, MFA (F13)","Accepted via Phone on 30 Mar 2013 ","A","30 Mar 2013",""
"Boston University (BU)","Electrical Engineering (ECE), PhD (F13)","Accepted via E-mail on 29 Mar 2013 Undergrad GPA: n/aGRE General (V/Q/W): 0/166/0.00GRE Subject: n/a♦","I","30 Mar 2013","Applied for PhD, accepted in Masters. No funding."
"Boston University","Computer Science, Masters (F13)","Accepted via E-mail on 26 Feb 2013 Undergrad GPA: 3.35GRE General (V/Q/W): 167/163/4.50GRE Subject: 780♦","A","30 Mar 2013","5 years work experience, 1 workshop paper, 1 patent"
"Boston University","Biostatistics, PhD (F13)","Wait listed via E-mail on 29 Mar 2013 ","U","29 Mar 2013","I guess the list is pretty long, huh?"
"Boston University","Biostatistics, PhD (F13)","Wait listed via E-mail on 29 Mar 2013 ","U","29 Mar 2013","Waitlisted same as below .  To the post below, did you know how many people are waitlisted and how many they recruit?"
"Boston University","Biostatistics, PhD (F13)","Wait listed via E-mail on 29 Mar 2013 ","U","29 Mar 2013","Application viewed favorably but wait listed due to limited space. If you don't plan to go to BU, please decline. Thank you for your kindness."
"Boston University","French, Masters (F13)","Other via Other on 29 Mar 2013 ","O","29 Mar 2013","To the other person who inquired about BU, I still didn't get any notification and when I called them they said they will call me back with a decision soon. If anyone hears anything please post!"
"Boston University","Creative Writing, Poetry, MFA (F13)","Rejected via E-mail on 29 Mar 2013 ","","29 Mar 2013","Boo."
"Boston University","Accounting, PhD (F13)","Rejected via E-mail on 29 Mar 2013 ","U","29 Mar 2013",""
"Boston University","Electrical, Masters (F13)","Accepted via E-mail on 13 Mar 2013 Undergrad GPA: 3.00GRE General (V/Q/W): 155/163/3.00GRE Subject: n/a♦","I","29 Mar 2013",""
"Boston University","Public Health, Masters (F13)","Accepted via E-mail on 28 Mar 2013 ","","29 Mar 2013","Finally!"
"Boston University","Arts Administration, Masters (F13)","Accepted via Postal Service on 25 Mar 2013 ","A","29 Mar 2013",""
"Boston University","Program In Biomedical Sciences, Microbiology, PhD (F13)","Rejected via E-mail on 29 Mar 2013 ","A","29 Mar 2013","Rejection after being watlisted. Sigh."
"Boston University","Biomedical Engineering, PhD (F13)","Rejected via E-mail on 25 Feb 2013 Undergrad GPA: 3.37GRE General (V/Q/W): 146/166/3.00GRE Subject: n/a♦","I","28 Mar 2013","Another generic rejection mail."
"Boston University (BU)","Biology, PhD (F13)","Rejected via E-mail on 28 Mar 2013 Undergrad GPA: 3.29GRE General (V/Q/W): 163/161/4.50GRE Subject: n/a♦","A","28 Mar 2013",""
"Boston University","Health Services Research, PhD (F13)","Interview via E-mail on 16 Jan 2013 ","","28 Mar 2013","Interviewed on 01/29. Has anyone heard anything since their interview? This wait is killing me..."
"Boston University","Mechanical Engineering, PhD (F13)","Rejected via E-mail on 28 Mar 2013 Undergrad GPA: 3.64GRE General (V/Q/W): 142/167/3.00GRE Subject: n/a♦","O","28 Mar 2013",""
"Boston University","Health Services Reserach, PhD (F13)","Interview via E-mail on 25 Feb 2013 ","A","28 Mar 2013",""
"Boston University","Computer Science, Masters (F13)","Accepted via E-mail on 27 Mar 2013 Undergrad GPA: 4.00GRE General (V/Q/W): 166/157/3.00GRE Subject: n/a♦","I","27 Mar 2013","From a very unknown university in China... Major in English, but dual-degree in Software Engineering gpa4.0. Internship in IBM China GDC. OCP,CCNA certificate"
"Boston University","Biology, Masters (F13)","Rejected via E-mail on 26 Mar 2013 ","A","26 Mar 2013",""
"Boston University","Developmental Science, PhD (F13)","Rejected via E-mail on 26 Mar 2013 ","A","26 Mar 2013","Post-interview email from POI notifying me of my rejection"
"Boston University","Advertising, Masters (F13)","Accepted via E-mail on 6 Mar 2013 ","A","26 Mar 2013","Accepted and offered Dean's Scholarship (merit-based) and nominated for teaching assistantship. Excited!!"
"University Of Massachusetts Boston","Chemistry, Masters (F13)","Accepted via E-mail on 18 Mar 2013 ","","26 Mar 2013",""
"Boston University","Biomedical Forensic Sciences, Masters (F13)","Accepted via E-mail on 26 Mar 2013 ","I","26 Mar 2013",""
"University Of Massachusetts Boston","Management, PhD (F13)","Interview via Phone on 22 Mar 2013 ","A","26 Mar 2013",""
"Boston University","English, Masters (F13)","Accepted via E-mail on 1 Mar 2013 ","A","25 Mar 2013",""
"Boston University","Bioinformatics, PhD (F13)","Other via Other on 25 Mar 2013 ","I","25 Mar 2013","I am the guy who posted BU bioinformatics acceptance this morning. My GPA/GRE are not that good, but I have been working as a bioinformatics programmer for quite a while (2 year+) and I have got several publications. I was interviewed two days ago. And I received the interview invitation on Mar. 11th.  Hope this helps."
"Boston University","Applied Math, Masters (F13)","Rejected via E-mail on 25 Mar 2013 ","A","25 Mar 2013",""
"Boston University","Applied Math, PhD (F13)","Rejected via E-mail on 25 Mar 2013 ","A","25 Mar 2013","get rej everywhere"
"Boston University","Bioinformatics, PhD (F13)","Accepted via E-mail on 25 Mar 2013 ","I","25 Mar 2013","Dean's fellowship"
"University Of Massachusetts Boston","Biology, Masters (F13)","Other via Other on 25 Mar 2013 ","A","25 Mar 2013","To the poster below who received full tuition and TA stipend, do you mind sharing your stats/info? Interested to see what it takes for full funding."
